naqahdah,naqahdah
efeu,ivy
illia,illia
unterrock,petticoat
koitus,coitus
lisi,lisi
begründete,founded
ponce,ponce
entgegenzutreten,counteract
fütterung,feeding
partikeln,particles
vorsätze,headers
schwächeanfall,weakness arising
süßwarenladen,candy store
keisha,keisha
hüpfte,bounced
überreaktion,overreaction
liegenbleiben,to lie down
umzuwandeln,convert
verhexen,hex
nathans,nathans
argwohn,suspicion
attraktionen,attractions
cowgirl,cowgirl
höchstbietenden,highest bidder
mcmahon,mcmahon
plauderei,chat
recherchierte,researched
erschießung,shooting
lächele,smile
blutsbrüder,blood brothers
ausreißerin,runaround
brautstrauß,brautstrauß
verwicklung,involvement
abzuschrecken,deter
relikte,relics
ansprachen,responded
erwird,he will
perimeter,perimeter
bedauernswerten,pitiable
blossoms,blossoms
glitzernden,glittery
monroes,monroes
wasserbomben,water bomb
mosambik,mozambique
genovien,Genovia
miserablen,miserable
lächerlichste,ridiculous
cord,cord
herzblut,lifeblood
sängerinnen,singers
verwettet,wagered
bärbel,bärbel
verletzlichkeit,vulnerability
besessenen,owned
kleist,kleist
unterteilt,divided
ausschreibung,announcement
preußischen,Prussian
enterben,disinherit
lebensabend,eventide
runterkommst,down come
erschütterte,shocked
ukrainer,Ukrainian
symphony,symphony
elyse,elyse
jugendgefängnis,youth prison
dagestanden,stood
sicherheitskontrolle,security check
belladonna,belladonna
wirkstoff,active substance
stoßdämpfer,shock absorber
vergewaltige,rape
vorbereiteten,prepared
stockt,increased
boz,boz
daiquiri,Daiquiri
verrücktheiten,crazy units
ungeliebt,unloved
moderieren,moderate
huxley,huxley
farn,fern
kühlung,cooling
salazars,Salazar
brunt,brunt
flunder,flounder
marktes,market
bälger,brats
baran,baran
herausragend,outstanding
herumzuschnüffeln,snoop
nobby,nobby
schlappe,rout
franchise,franchise
bradbury,bradbury
richy,richy
unaufrichtig,insincere
blutrünstigen,bloodthirsty
biggie,biggie
lallend,babbling
beigeben,add
einrahmen,frame
krister,krister
gelegentliche,occasional
shamoto,Shamoto
shizuku,shizuku
matterhorn,matterhorn
abwirft,sheds
shishio,Shishio
bedrohliches,threatening
ewigem,everlasting
fever,fever
römisches,Roman
zitierte,cited
teenagerin,teenager
seemänner,mariners
barometer,barometer
entspringen,arise from
modisch,stylish
lille,lille
föderationsschiff,federation ship
vorbehalt,reservation
globaler,global
seany,seany
sprechgesang,chant
massagesalon,massage salon
anzeigetafel,scoreboard
fatty,fatty
steckdosen,sockets
hock,squatting
eingehüllt,shrouded
poldi,poldi
gefrorenes,frozen
abenteuerlich,adventurous
rumzuspielen,play around
reinkriegen,reinkriegen
angerempelt,jostled
kalkuliert,calculated
sahnehäubchen,Cream topping
rer,rer
tutti,tutti
schwertfisch,swordfish
konzentrierten,concentrated
tausendfach,thousandfold
hufschmied,blacksmith
anchovis,anchovies
schädeldecke,skull ceiling
cherbourg,cherbourg
bonney,bonney
schießübungen,target practice
gaunerei,trickery
freibier,free beer
milner,milner
primitiver,primitive
silberdollar,silver dollar
verhandele,negotiating
gemäht,mown
fremdenführer,guide
mädchenschule,girls school
reinfällt,falls for
mireille,mireille
kitzelig,ticklish
anlaufstelle,anlaufstelle
abzusuchen,scan
kniest,kneel
zivilbevölkerung,civil population
battlestar,battlestar
spärlich,sparse
teigtaschen,dumplings
manifestation,manifestation
elfte,eleventh
dünkirchen,dunkirk
negern,Negroes
müllsäcke,trash bags
prallte,bounced
herumgetrieben,hung around
verschränken,fold
karine,karine
nautilus,nautilus
fortbestehen,continue to exist
tessie,tessie
musikgeschäft,music shop
minerva,minerva
analphabeten,illiterate
roar,roar
lebhaften,lively
weltberühmte,world famous
stichhaltig,cogently
blutdurst,blood-thirsty
reingelaufen,purely run
mahir,mahir
zustehen,entitled
tischtuch,tablecloth
capito,capito
sexspielzeug,Sex toys
ordnungshüter,proper guardian
zurückrufst,zurückrufst
railroad,railroad
jörgen,jörgen
babou,babou
sinkende,falling
alarme,alarms
artefakten,artifacts
tschaikowski,tchaikovsky
getürkt,getürkt
wolga,Volga
hauptteil,Bulk
sozialistische,socialist
kleinerer,smaller
struensee,Struensee
legend,radically
dichterin,poetess
schlappohr,schlappohr
umkehrung,reversal
alatriste,alatriste
jian,jian
tiefschlag,deep impact
bonanza,bonanza
flauschig,fleecy
fiddler,fiddler
villiers,villiers
krimskrams,bits and pieces
veräppelt,veräppelt
cindys,cindys
angestrengte,strained
truhen,chests
gatorade,gatorade
tüchtigen,clever
geldübergabe,money handover
fjord,fiord
sia,sia
abgeklärt,mellow
abregen,calm down
benzintank,benzintank
rhythmisch,rhythmical
nisse,nit
madgett,Madgett
deportation,deportation
pupille,pupil
lebkuchen,gingerbread
raubst,rob
alchemie,alchemie
wüst,waste
shizuko,shizuko
angina,angina
zerquetsche,crush
unverschlossen,unsealed
selbstsüchtiger,selfish
partyservice,partyservice
stöbern,rummage
satanisten,Satanists
nylon,nylon
biblische,biblical
rikichi,Rikichi
herztransplantation,heart transplant
anzustoßen,abut
lemuren,lemur
mickrige,measly
greenpeace,greenpeace
zufriedenzustellen,to satisfy
teenies,teenies
tunichtgut,tunichtgut
vinyl,vinyl
caderousse,caderousse
pontifex,pontiff
aufwachraum,recovery
seo,seo
tanne,fir
mendel,mendel
verdun,evaporating
geschäftsidee,business idea
tigern,mooch
briarcliff,briarcliff
darkness,darkness
sexier,sexier
slink,slink
selbstmordmission,suicide mission
ertrinkst,drown
schnüffle,sniff
gulag,gulag
nettie,nettie
wiederzugeben,play
host,host
kunsthochschule,arts college
auslegung,interpretation
osmanen,ottomans
blackburn,blackburn
zurückdenken,think back
anjou,anjou
hautkrebs,skin cancer
renaldo,renaldo
leibarzt,biological doctor
trostlosen,dreary
flugbegleiterin,Air Stewardess
hinterhältiges,devious
macchiato,macchiato
zerfrisst,eats away
vorbeiging,passed
revenge,revenge
feed,feed
störend,disturbing
ccpd,CCPD
hingearbeitet,worked
elterliche,parental
besucherin,visitor
vorreiter,outrider
persische,Persian
menschenkind,human child
vulva,vulva
weitsicht,farsightedness
cherien,Cherien
spielkameraden,playmates
lópez,lópez
sassenach,sassenach
0rdnung,0rdnung
loxley,loxley
törichtes,foolish
kaleb,kaleb
dna-analyse,DNA analyze
gefuttert,gefuttert
schuyler,schuyler
vegan,vegan
vertrauenslehrer,trust teachers
drachenkrieger,dragon warrior
unsicherheiten,uncertainties
pfifferling,chanterelle
zeltplatz,campground
kajak,kayak
dutt,bun
ansteckung,infection
kontraproduktiv,counterproductive
schlagkraft,clout
behinderter,disabled
hausordnung,House rule
menschsein,being human
camerons,Cameron's
wettkämpfen,compete
vorbereite,preparatory
gesöff,swill
vermindern,Reduce
morast,morass
kreditwürdig,credit-worthy
fensterputzer,window cleaner
rumliegt,rumliegt
vorstands,Management board
liebhabern,", lovers"
tümpel,pond
rosé,rose
eingeschenkt,poured out
selmak,SELMAK
monastario,monastario
luftdicht,airtight
schikanen,harassment
aufzuschlitzen,slit
bedeckte,covered
vorgesprochen,auditioned
verblutete,bled to death
knutscht,knutscht
broke,broke
sharky1980,sharky1980
blutenden,bleeding
authentische,authentic
latour,latour
zentner,hundredweight
geldeintreiber,Geldeintreiber
bombenangriff,bombing
pins,pins
entlohnt,rewarded
musikalisches,musical
renly,Renly
schönheitschirurg,plastic surgeon
großspurig,cocky
impossible,impossible
blindenhund,guide dog
fungiert,acts
mitziehen,follow suit
marderhunde,marten dogs
misstraue,distrust
verkümmern,wither
jaffe,jaffe
hürmüz,Hürmüz
reinsetzen,to sit in
steiler,steeper
verheerenden,devastating
wohlan,wohlan
depesche,despatch
aufgehalst,foisted
wegschnappen,snatch away
vivienne,vivienne
radiowellen,radio waves
hirnstamm,brainstem
crying,crying
gisele,gisele
implosion,implosion
lasch,lax
gequirlte,whisked
zärtlichen,tender
gerissenen,cracked
mobiltelefone,Mobile phones
verkehrs,traffic
reinschleichen,sneak
täterin,perpetrator
überwältigte,overpowered
indizienbeweise,circumstantial evidence
pinkelte,peed
craddock,craddock
wichtigstes,most important
verlockendes,Leatherheads
waliser,Welshman
konfiguration,configuration
begünstigte,favored
aufgezeigt,identified
schlummer,slumber
kollegium,staff
bukowski,bukowski
frivol,frivolous
spielkarten,deck
öle,oils
ungar,Hungarian
interstellaren,interstellar
strafvollzug,penitentiary
potentiell,potentially
spähtrupp,reconnaissance patrol
natã,natura
schwämme,sponges
teach,teach
lieblingsteil,favorite part
tragbar,portable
verpestet,pestiferous
niederschlag,precipitation
aufdie,on the
göttlichkeit,divinity
dereks,dereks
baptist,baptist
warpfeld,warp field
protestantischen,Protestant
handfesten,tangible
day-day,day-day
vorbote,harbinger
dawkins,dawkins
jahrelangen,years
anno,anno
schmierst,smear
raubten,robbed
chubby,chubby
heroisch,heroic
zuschreiben,ascribe
streifenpolizist,patrolman
verbüßt,serving
johansen,johansen
aufwirft,raises
strangulation,strangulation
hope1403,hope1403
spezialagent,special agent
stockend,haltingly
bunkern,stash
steuerte,contributed
puzzleteil,puzzle piece
lockenwickler,curler
zärtlicher,softer
konstanten,constant
schwankungen,fluctuations
einmarsch,invasion
höchstform,highest form
unbefriedigend,unsatisfactory
bläschen,vesicle
leids,suffering
zyankali,zyankali
dunja,dunja
spürhunde,beagles
entflohener,Fugitive
sosa,sosa
obergruppenführer,Upper group leader
aufhängt,hangs
mirandas,mirandas
karloff,karloff
eingerissen,torn
abgearbeitet,processed
handelsminister,trade minister
12-jährige,12-year-old
rotten,rotten
nirrti,NIRRTI
lagerung,storage
5th,5th
duchemin,duchemin
verewigt,immortalized
cake,cake
gedämpfter,steamed
weibe,woman
s02e03,s02e03
scheichs,sheikh
beckwith,beckwith
schlagabtausch,repartee
vorbereitete,prepared
sheng,sheng
reaktionszeit,reaction time
gefilde,realm
statuten,statutes
caesars,caesars
langjähriger,many years
prolet,prole
erträge,yield
synapse,synapse
überzeugendes,convincing
playback,playback
fürsorgliche,caring
sas,sas
jeannot,jeannot
leckerli,leckerli
privatklinik,nursing home
weitblick,foresight
salamanca,salamanca
schnelleren,faster
schulaufführung,school sideshow
zurückerobert,recaptured
einkauft,buys
europäischer,European
stef,stef
ausschaut,looks
verkorkste,messed up
bohr,bohr
zufälliger,random
allerwichtigsten,most important
giscard,giscard
angeborenen,congenital
versiegelten,sealed
systemherren,system men
erwecke,inspiring
geleuchtet,shone
hummeln,bumblebees
pont,pont
petrie,petrie
zusicherung,assurance
aruba,aruba
industrieller,industrial
afghanischen,Afghan
flötenspiel,piping
schmeiss,schmeiss
blutrot,blood-red
subway,subway
thurman,thurman
jiminy,jiminy
wicker,wicker
hühneraugen,corns
nazarener,nazarenes
renten,pensions
wahrscheinlichste,likely
drogensüchtigen,drug addict
ezequiel,ezequiel
gebräuche,manners
scusi,scusi
unterzutauchen,submerge
goscinny,Goscinny
computerprogramm,computer program
ozonschicht,ozone layer
bebbanburg,Bebbanburg
lehrstuhl,chair
stillsitzen,sit still
einäschern,cremate
stützpunkte,bases
filmabend,movie night
gesprächsfetzen,talk shred
tinas,tinas
weihnachtsgeld,christmas bonus
verneigt,bows
cimbom1905,cimbom1905
seco,seco
schliess,closing
plackerei,grind
privatunterricht,private lessons
narcos,narcos
guerilla,guerrilla
jüngst,recently
dara,dara
eruption,eruption
suchaktion,search operation
literweise,literweise
knipsen,snap
verärgere,annoy
addiert,added
supersoldaten,super soldiers
autovermietung,Car rental
medellín,medellín
standbild,freeze frame
vermiest,spoils
ausgeprägte,pronounced
wirtschaftsprüfer,Auditors
einlenken,give in
schwanensee,Swan Lake
hubschraubern,helicopters
duu,duu
umkrempeln,turn inside out
ezri,Ezri
stehenlassen,leave
fleur,fleur
merdle,Merdle
bullauge,porthole
heimzukehren,return home
konstrukt,construct
karriereleiter,karriereleiter
quinjet,Quinjet
hebammen,midwives
herzinfarkte,heart attacks
pferdemist,horse manure
absägen,saw off
renjie,Renjie
stachen,stabbed
handyempfang,mobile phone reception
tico,tico
verspätungen,delays
schulbildung,Education
proleten,proletenhaft
guadalupe,guadalupe
kriegshelden,war heroes
folgern,conclude
abhörgerät,bugging device
cyper,cyper
tarrant,tarrant
radu,radu
turnschuh,sneaker
internetseite,Website
drinbleiben,stay inside
schröter,schröter
hoo,hoo
ashe,ashe
sitzenbleiben,remain seated
abgase,exhaust
mittäterschaft,complicity
eingeflößt,instilled
angelausflug,fishing trip
belohne,reward
pris,pris
kreuzfahrtschiff,Cruise ship
huan,huan
gute-nacht-kuss,good night kiss
weiterbringen,further bring
ausgeschüttet,distributed
walmart,walmart
unfassbare,unbelievable
sorata,sorata
kamerateam,camera team
kurzfilm,short film
abkratzt,scrapes
deaktiviere,disable
durchdrang,permeated
dahinterkommen,find out
reds,reds
zusammenzufügen,merge
vernichtest,annihilate
anzustrengen,to strain
abzuwischen,wipe
schmarrn,schmarrn
reinbeißen,reinbeißen
erlebnissen,experiences
zusammenzukommen,come together
südöstlich,southeast
imperiale,imperial
betriebe,companies
taut,thaws
loras,loras
maritza,maritza
pflichtbewusstsein,conscientiousness
skrupellosen,ruthless
filmrolle,filmrolle
fait,fait
tinder,tinder
kallen,kallen
beweismitteln,proof agents
afghanen,afghans
racquetball,racquetball
bequemeres,comfortable
liegenden,lying
spielplan,game schedule
anhaltendes,continued
milky,milky
abgefuckte,fucked up
hoheitsgebiet,sovereign territory
bischofs,bishop
zuckerrohr,sugarcane
limitierte,limited
raccoon,raccoon
zweifelhafte,dubious
strupp,Strupp
patt,stalemate
paartherapie,couple therapy
nintendo,nintendo
sonderling,eccentric
sokka,sokka
zuführen,respectively
neddy,neddy
unbeweglich,motionless
selbstdisziplin,self-discipline
zheng,zheng
leutnants,lieutenant
kodiert,encoded
taurus,taurus
roque,roque
organischer,organic
exportieren,export
wingman,wingman
ora,ora
juju,juju
siralos,siralos
thousand,thousand
stoke,stoke
schafskopf,blockhead
sehnerv,optic nerve
unbesiegbare,invincible
kopfhörern,headphones
lunar,lunar
jonathans,jonathan
zehrt,consumed
tappt,pats
schulleitung,principal
bowden,bowden
hinne,hinne
gemusst,had to
kindskopf,child's head
feuerstelle,Fireplace
gekuschelt,snuggled
widersetzte,resisted
teilzuhaben,participate
heime,homes
palo,palo
vehement,vehement
trimester,trimester
gepoppt,gepoppt
dachdecker,roofer
erdacht,conceived
igen,igen
abgelegene,secluded
tuvia,Tuvia
elektromagnetischer,electromagnetic
geisterjäger,ghost hunter
loswird,rid
todsünden,deadly sins
rosetti,rosetti
warrens,warrens
fedex,fedex
zweiundzwanzig,twenty-two
kosh,kosh
rauschgiftdezernat,narcotics Department
symbiose,symbiosis
rumgesprochen,rumgesprochen
traumhafte,dreamlike
rumzustehen,standing around
lauteten,denominated
schuldlos,guiltless
leichenteile,corpse parts
grundbesitzer,landowner
natacha,natacha
mirakuru,mirakuru
tsa,tsa
fortgeschrittener,advanced
goldgräber,gold digger
barbarossa,barbarossa
herausgezogen,withdrawn
erjetzt,erjetzt
stripes,stripes
geächtet,outlawed
luftwaffenstützpunkt,air force base
massengrab,mass grave
freifahrtschein,free pass
einkaufsbummel,shopping spree
predigte,preached
saudis,Saudis
marky,marky
wiederholungstäter,repeat offender
aufpeppen,jazz up
untot,undead
verschrotten,scrap
saboteure,saboteurs
lundgren,lundgren
prahlte,boasted
eineiige,identical
chemical,chemical
proportionen,proportions
unglücks,misfortune
marcels,marcels
draufhauen,slap on
deadlysins,dead lysine
blickten,looked
androhung,threat
estrada,estrada
neunmal,nine times
shah,shah
elektroauto,elektroauto
schnäpse,booze
vollzeitjob,full time job
muharrem,muharrem
ernährer,breadwinner
pummelig,chubby
windstoß,gust of wind
zurückbekommt,get back
unterton,undertone
beschützten,protected
eisnation,eisnation
übriggeblieben,left free
abtransportiert,transported
midge,midge
höflichkeitsbesuch,courtesy visit
auswerfen,eject
errichtete,erected
montieren,mount
schweif,tail
eleonore,eleonore
weltanschauung,world view
gepfählt,impaled
pepito,pepito
s01e06,S01E06
accord,accord
sparkasse,savings bank
nummeriert,numbered
jaspers,jaspers
espn,espn
blühenden,blooming
fertigzustellen,complete
schuhgeschäft,shoe store
ausbrennen,burn out
herumspielen,playing around
fonda,fonda
zouri,zouri
comme,comme
gamble,gamble
gebrechen,affliction
neigte,bowed
einkassiert,cashed
versuchsobjekt,subject-
antillen,antilles
fawn,fawn
überhäuft,showered
hado,hado
treadwell,treadwell
silberstücke,silver pieces
seesack,kitbag
fußböden,floors
handgemenge,melee
happening,happening
goffredo,goffredo
klammere,cling
bidet,bidet
ausgekugelt,dislocated
solid,solid
opfergaben,opfergaben
olympic,olympic
regional,regional
kelche,chalice
aussteige,disembarking
abgewöhnt,weaned
schnuckelig,cute
anzog,attracted
doinel,Doinel
aufwiedersehen,Goodbye
sturen,stubborn
mittelmäßigen,mediocre
hausgast,houseguest
äußerlichkeiten,externalities
hedwig,hedwig
privatparty,private party
namenstag,name day
makellose,flawless
boyz,boyz
zeliha,zeliha
streibig,Streibig
lebowski,lebowski
rã,rã
lowenstein,lowenstein
teresas,teresas
hervorheben,highlight
losschlagen,hit out
gemischtwarenladen,grocery store
recken,stretch
hl,hl
kleeblatt,cloverleaf
witzfiguren,joke figures
falschheit,falsity
gull,gull
friedensverhandlungen,peace negotiations
cree,cree
nights,nights
christkind,Christ child
glasscheibe,pane
schweigegeld,hush money
misa,misa
gurgelt,gurgles
muchacho,muchacho
todesfee,banshee
lidocain,lidocaine
kulturelles,cultural
dringendsten,urgent
durchdrehe,go crazy
ausgedehnt,extended
staatsdiener,state servant
endo,endo
schlummern,slumber
herbeizuführen,bring about
konditor,Confectioner
jugendliebe,puppy love
pilgerreise,pilgrim travel
rauferei,fight
ferox,ferox
rebellisch,rebellious
dagobert,dagobert
pappas,pappas
tippst,tapping
kängurus,kangaroos
vollstreckung,enforcement
küchendienst,kitchen service
platzanweiser,usher
jauchzt,shout
lines,lines
janina,janina
übergewichtig,overweight
zuzüglich,plus
fehlerhaften,erroneous
lorca,lorca
shaitana,shaitana
sonnenschirm,parasol
ulysses,Ulysses
uv-licht,UV light
indes,however
chisum,chisum
geburtstagskarte,birthday card
fentanyl,fentanyl
oates,oates
pappy,pappy
destabilisieren,destabilize
selbstlosigkeit,selflessness
verruckt,crazy
newly,newly
provozierst,provoke
hanley,hanley
äusserst,extremely
knackis,cons
anzubauen,grow
kriegsherren,warlords
gemenon,Gemenon
parbat,parbat
übervorsichtig,over-cautious
architektin,architektin
rausgehauen,rausgehauen
beschönigen,whitewash
aktienmarkt,stock market
physisches,physical
allerschlimmste,worst
vorhattest,were planning
pulsieren,pulsation
naturgesetze,laws of nature
arrhythmie,arrhythmia
lohnliste,payroll
mitsu,mitsu
frischluft,fresh
su-jin,su-jin
bewogen,moved
leibhaftige,Embodied
illustrierte,illustrated
programmen,programs
flüssigem,liquid
zusiehst,watching
auflockern,loosen up
petersons,peterson
suvarov,Suvarov
elektromagnetisches,electromagnetic
flossie,flossie
hitzewallungen,hot flashes
sonett,so nice
reinhängen,reinhängen
nanotechnologie,nanotechnology
herberts,herbert
belohnungen,rewards
split,split
eugenie,eugenie
unbefleckten,Immaculate
künftiger,future
mordred,mordred
joosep,Joosep
grashalm,grashalm
grobes,rough
bühnen,platforms
anlaufen,start
wasserstoffbombe,hydrogen bomb
anklageschrift,indictment
assistentinnen,assistant interior
piercing,piercing
vollnarkose,general anesthetic
elektronischer,electronic
würge,gag
satellite,satellite
boomt,booming
tragischerweise,tragically
angeblicher,alleged
cleaner,cleaner
geldsack,moneybag
harmonika,harmonica
voreingenommenheit,partiality
scheinwerfern,headlights
eun-young,eun-young
angekreuzt,ticked
aussähe,would look
bodenlose,bottomless
schnappschüsse,snapshots
tyrannisiert,bullied
kidd,kidd
fundamentale,fundamental
rao,rao
davonfliegen,flap away
verteidigungssystem,defense system
hinauswillst,also want
heckenschütze,sniper
verschmutzen,pollute
animiert,animated
krankgemeldet,sick leave
embolie,embolism
einmische,meddling
planken,planking
jodeln,yodel
schädigung,damage
verzerrungen,distortions
gewachst,waxed
phipps,phipps
kochendes,boiling
bö,squall
seniorenheim,senior home
gunnery,gunnery
fahrlehrer,driving instructor
bürgerkriegs,civil war
pferdescheiße,horse shit
verprassen,fritter away
bolognese,Bolognese
jahrgangs,year gangs
scheißtür,fucking door
grandpas,grandpas
anmaßung,presumption
lash,lash
verschnaufpause,breather
seifenblase,soapbubble
aufgeregter,excited
cohens,Cohen's
echos,echos
trauerrede,mourning talk
venture,venture
swallow,swallow
holländisch,Dutch
liebschaft,amour
netzen,wet
tunfisch,tuna
zuckte,twitched
raustreten,step out
samenspender,sperm donor
hogg,hogg
verbrechers,criminal
beschlagnahmten,confiscated
revers,reverse
hadschi,Hajji
ersatzbank,substitute bench
mishima,mishima
bagatelle,bagatelle
herzkrank,heart disease
setauket,setauket
chou-heung,chou-heung
erkennbaren,recognizable
aalglatt,slippery
modesto,modesto
hiya,hiya
gesundheitlichen,health
ronnies,Ronnies
heizer,stoker
mcclaren,McClaren
provo,provo
ungezogene,naughty
lombardi,Lombard
vierfache,quadruple
kanaan,Canaan
carney,carney
auskenne,versed
meridian,meridian
chao-li,chao-li
herzloser,heartless
geringes,low
wesir,vizier
vorauszusehen,Predictably
lebensmittelgeschäft,grocery store
plunkett,plunkett
umkommt,perishes
verklickern,verklickern
verglüht,burns up
gehorchte,obeyed
ranjit,ranjit
mclean,mclean
research,research
notier,Note that down
backgammon,backgammon
glashaus,glass house
hochlegen,hochlegen
wortlos,silent
usc,usc
verzogene,warped
linebacker,linebacker
filmstudio,film studio
lungenflügel,lung
aufmacher,lead story
zentrales,central
plünderten,looted
nose,nose
styropor,styrofoam
autumn,autumn
überschüssige,excess
abgeknöpft,unbuttoned
fettige,oily
höret,hear
zeugung,procreation
siegreichen,victorious
wehwehchen,ache
banale,banal
windows,windows
crump,crump
shara,shara
steckengeblieben,stuck
inhaliert,inhaled
schauspielschule,spectacle school
undurchdringlich,impenetrable
raheem,raheem
kiyomaru,kiyomaru
bewährungshelferin,parole aider
ausgewachsenen,adult
strip-club,strip club
geschwindelt,cheated
mofa,moped
beschimpfte,insulted
stallone,stallone
verschreibt,prescribes
reservisten,reservists
tob,tob
bedauerliche,regrettable
vergewaltigten,raped
bower,bower
tug,tug
rustikal,rustic
s02e02,s02e02
ferrante,ferrante
klerus,clergy
alleingelassen,left alone
pero,pero
cronus,cronus
elfie,elfie
verbesserten,improved
geschlossenes,closed
abenteuerlustig,adventurous
buckaroo,buckaroo
kuroda,kuroda
handfeuerwaffen,small arms
fahrstunde,driving lesson
hongsawadi,hongsawadi
onkologen,oncologists
naresuan,Naresuan
geschärft,sharpened
geheizt,heated
mizushima,Mizushima
überlagert,overlapped
rhinozeros,rhinoceros
kernkraftwerk,nuclear power station
weiterreichen,pass
ausraubt,robs
geschont,spared
fischsuppe,Fishsoup
prepaid-handy,prepaid cell phone
huntzberger,Huntzberger
aufgreifen,pick up
wochenschau,newsreel
bedurfte,needed
erweckung,revival
tarantel,tarantula
charismatisch,charismatic
rauchzeichen,smoke sign
skyline,skyline
sandi,sandi
koennte,could
beocca,beocca
clamp,clamp
pfaden,paths
forschern,researchers
soir,soir
hoer,hoer
alljährlichen,annual
analphabet,illiterate
derb,tough
tageszeitung,daily newspaper
lehman,lehman
geiz,stinginess
pignon,pignon
käfern,beetles
hemlock,hemlock
rud,rud
niederlanden,netherlands
ideales,ideal
rebhuhn,partridge
dankend,thanks
bedauerlicher,regrettable
trends,trends
vorbeilaufen,pass
rückständig,backward
easton,easton
napf,bowl
nerviger,annoying
staus,traffic jams
drift,drift
abgrunds,abyss
kevlar,kevlar
gehütet,protected
zugestanden,granted
zugehörigkeit,membership
coffin,coffin
vorübergehender,temporary
déjà,déjà
schulbücher,school books
winkle,winkle
slaughter,slaughter
jett,jett
urlaubs,urlaubs
mcallister,mcallister
portraits,portraits
harolds,harolds
michse,michse
santi,santi
mojitos,mojitos
av,av
duh,moron
ece,ece
iger,strength
lübeck,Lubeck
kôichi,Kôichi
triumphe,triumphe
grabkammer,grave chamber
xian,xian
alvo,alvo
heldenhafter,heroic
attraktivste,attractive
abzocke,rip off
verfeindet,enemies
weißglut,incandescence
endergebnis,end result
westham,westham
rottenmeier,rotting Meier
duroc,duroc
piggott,piggott
kommerziell,commercially
nobles,classy
engeren,narrower
westwood,westwood
geschützte,protected
gerrard,gerrard
militärgefängnis,military prison
fabienne,fabienne
kampfgeschrei,battle shouting
zitterten,shaking
arbeitserlaubnis,work permit
mondoberfläche,lunar surface
täusch,deceive
gewichen,given way
mixe,mix
sogge377,sogge377
babel,babel
händel,händel
schärft,sharpens
toy,toy
rottmann,rottmann
tekin,tekin
anwaltschaft,legal profession
rezitieren,recite
hilfloses,helpless
entwürdigend,degrading
discomusik,disco music
iwf,IMF
bewußtsein,awareness
kerrigan,kerrigan
befehlshabender,commanding
gebärdensprache,sign language
angelst,angelst
fruchtsaft,fruit juice
stotternd,stuttering
traubensaft,grape juice
zersetzen,decompose
kraulen,fondle
auszubreiten,spread
toots,toots
delancey,delancey
unsichtbarkeit,invisibility
gilson,gilson
looping,looping the loop
kommentaren,comments to
optischen,optical
wiederkriegen,again get
kochend,cooking
zugekommen,approached
forscherin,explorer
eierpunsch,eggpunch
unvorhergesehene,unforeseen
serienmörders,serial murderer
hirne,brains
schockwelle,shockwave
rumknutschen,snog
nutzer,user
schimpfte,scolded
haustieren,house pets
platzierten,placed
og,og
zerkratzen,scratch
notlüge,white lie
tätlicher,tätlicher
schmolz,melted
firewalls,firewalls
wax,wax
schoker,schoker
heilmann,heilmann
aldridge,aldridge
nebensache,incidental
schulsystem,school-system
chaotische,chaotic
erkundigte,inquired
okja,OK yes
kurbeln,boost
lani,lani
frampton,frampton
nordirland,northern ireland
wolfsrudel,wolfsrudel
nui,nui
ghosts,ghosts
beteuert,insists
zurückschrecken,cringe
flanell,flannel
würdelos,undignified
mitverschwörer,co-conspirators
schächte,bays
vibe,vibe
maike,maike
aufgedunsen,bloated
rike,rike
schuljahres,school year
sota,sota
gefechte,battles
sturzbesoffen,rat-arsed
fluren,corridors
äxte,axes
bescherte,brought
bühnenbild,scenery
mietshaus,tenement
entgleisen,be derailed
neutron,neutron
deane,deane
raffst,raffst
anführungszeichen,quotation marks
dwyer,dwyer
leicester,leicester
heimischen,domestic
verwanzen,bug
uneingeschränkt,unlimited
cave,cave
einsiehst,einsiehst
hauptenergie,all energy
chalet,chalet
ausbau,expansion
unerwünschten,undesirable
abkriegt,abkriegt
einschnitte,incisions
einarmigen,armed
silla,silla
t.s.,T. S.
fehlgeburten,miscarriages
widow,widow
jota,iota
lausebengel,lause kid
benzinkanister,gasoline canister
unwissenden,ignorant
unreinen,unclean
gerippe,framework
mütterlichen,maternal
nutzbar,usable
solarium,solarium
scholl,scholl
anschaute,looked
aymes,Ayme
led,led
aufzuschlagen,to pitch
betrachter,observer
tyrannisieren,bullying
vesuv,vesuv
mayumi,mayumi
aufzulegen,hang
sammys,sammys
wettete,bet
steeles,Steeles
katjuscha,Katyusha
hamza,hamza
tröstete,comforted
chaucer,chaucer
jahrzehnts,the decade
spinning,spinning
blacklist,blacklist
koenig,king
unermessliche,immeasurable
nanaka,Nanaka
yalcin,yalcin
buren,buren
werbebranche,advertising industry
messung,Measurement
cirque,cirque
saad,saad
nebels,mist
errechnet,calculated
duschst,take a shower
casaubon,Casaubon
endsieg,final victory
rausschmeißt,rausschmeißt
unterbreitet,submitted
turniere,tournaments
arbeits,labor
geheimtür,secret door
schulweg,way to school
barhocker,barstool
mahlt,grinds
felton,felton
einprogrammiert,programmed
blackbird,blackbird
erwählte,he chose
fremdkörper,foreign body
orléans,Orleans
astronom,astronomer
aksel,aksel
glaubs,glaubs
zentren,centers
abrechnungen,settlements
demi,demi
umzieht,moves
spreu,chaff
stace,stace
informatik,computer science
